,acid,anon_code
35788,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + self.len

def main():
    s = Song('Respect',150)
    print(s)

main()"
35789,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "", "" + str(self.len)

def main():
    s = Song('Respect',150)
    print(s)

main()"
35792,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "", "" str(self.len)

def main():
    s = Song('Respect',150)
    print(s)

main()"
35793,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "" "" + self.len

def main():
    s = Song('Respect',150)
    print(s)

main()"
35797,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "" "" + self.len

def main()
s = Song('Respect',150)
print(s)

main()"
37494,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return title + "","" + len

    
def main():
s = Song('Respect',150)
print(s)

main()

"
37499,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, leng):
        self.title = title
        self.leng = 0
    
    def __str__(self):
        return self.title + "", "" + str(self.len)

    
def main():
s = Song('Respect', 150)
print(s)

main()

"
37503,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "", "" + str(self.len)

    
def main():
s = Song('Respect', 150)
print(s)

main()

"
37505,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return str(title) + "","" + str(len)

    
def main():
s = Song('Respect',150)
print(s)

main()

"
37506,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "","" + str(self.len)

    
def main():
s = Song('Respect',150)
print(s)

main()

"
37507,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, leng):
        self.title = title
        self.leng = 0
    
    def __str__(self):
        return self.title + "", "" + str(self.leng)

    
def main():
s = Song('Respect', 150)
print(s)

main()

"
37508,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, leng):
        self.title = title
        self.leng = 0
    
    def __str__(self):
        return self.title + "", "" + str(self.leng)

    
def main():
    s = Song('Respect', 150)
    print(s)

main()

"
37510,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, len):
        self.title = title
        self.leng = len
    
    def __str__(self):
        return self.title + "", "" + str(self.len)

    
def main():
    s = Song('Respect', 150)
    print(s)

main()

"
37513,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "","" + str(self.len)

    
def main():
s = Song('Respect', 150)
print(s)

main()

"
37514,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, leng):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "", "" + str(self.len)

    
def main():
s = Song('Respect', 150)
print(s)

main()

"
37515,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, leng):
        self.title = title
        self.leng = leng
    
    def __str__(self):
        return self.title + "", "" + str(self.leng)

    
def main():
    s = Song('Respect', 150)
    print(s)

main()

"
37517,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, num):
        self.title = title
        self.num = num
    
    def __str__(self):
        return self.title + "", "" + str(self.num)

    
def main():
    s = Song('Respect', 150)
    print(s)

main()

"
38059,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "", "" + str(self.len)
    
s = Song('Respect',150)
print(s)

"
38232,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        length = str(self.len)
        return self.title + "" "" + length
s = Song('Respect',150)
print(s)

"
38233,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "" "" self.len
s = Song('Respect',150)
print(s)

"
38237,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "" "" + self.len
s = Song('Respect',150)
print(s)

"
38245,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        length = str(self.len
                     0
        return self.title + "" "" + length
s = Song('Respect',150)
print(s)

"
38247,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "" "" + self.len.str()
s = Song('Respect',150)
print(s)

"
38248,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        length = str(self.len)
        return self.title + "", "" + length
s = Song('Respect',150)
print(s)

"
39448,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "", "" + self.len


s = Song('Respect',150)
print(s)

"
39449,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return title + "", "" +len


s = Song('Respect',150)
print(s)

"
39451,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "", "" + str(self.len)


s = Song('Respect',150)
print(s)

"
39903,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "", "" + self.len
s = Song('Respect',150)
print(s)

"
39904,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "", "" + str(self.len)
s = Song('Respect',150)
print(s)

"
40427,Classes_Basic_Song_ac,"
class Song:
    def __init__(self, title, num):
        self.title = title
        self.num = num
        
    def __self__(self):
        return (self.title + ', ' + self.num)
    
s = Song('Respect', 150)
print(s)"
40433,Classes_Basic_Song_ac,"
class Song:
    def __init__(self, title, num):
        self.title = title
        self.num = num
        
    def __str__(self):
        return self.title + ', ' + self.num
    
s = Song('Respect', 150)
print(s)"
40437,Classes_Basic_Song_ac,"
class Song:
    def __init__(self, title, num):
        self.title = title
        self.num = num
        
    def __self__(title, num):
        return self.title + ', ' + self.num
    
s = Song('Respect', 150)
print(s)"
40438,Classes_Basic_Song_ac,"
class Song:
    def __init__(self, title, num):
        self.title = title
        self.num = num
        
    def __self__(self):
        return str(self.title + ', ' + self.num)
    
s = Song('Respect', 150)
print(s)"
40439,Classes_Basic_Song_ac,"
class Song:
    def __init__(self, title, num):
        self.title = title
        self.num = num
        
    def __self__(title, num):
        return title + ', ' + num
    
s = Song('Respect', 150)
print(s)"
40440,Classes_Basic_Song_ac,"

class Song:
    def __init__(self, title, num):
        title = self.title()
        num = self.title()
        
    def __self__(title, num):
        return title + ', ' + num
    
s = Song('Respect', 150)
print(s)"
40441,Classes_Basic_Song_ac,"
class Song:
    def __init__(self, title, num):
        title = self.title()
        num = self.num()
        
    def __self__(title, num):
        return title + ', ' + num
    
s = Song('Respect', 150)
print(s)"
40442,Classes_Basic_Song_ac,"
s = Song('Respect',150)
print(s)

class Song:
    def __init__(self, title, num):
        title = self.title()
        num = self.title()
        
    def __self__(title, num):
        return title + ', ' + num
    
s = Song('Respect', 150)
print(s)"
40443,Classes_Basic_Song_ac,"
class Song:
    def __init__(self, title, num):
        self.title = title
        self.num = num
        
    def __str__(self):
        return self.title + ', ' + str(self.num)
    
s = Song('Respect', 150)
print(s)"
40445,Classes_Basic_Song_ac,"
class Song:
    def __init__(self, title, num):
        self.title = title
        self.num = num
        
    def __self__(self):
        return (self.title + ', ' + str(self.num))
    
s = Song('Respect', 150)
print(s)"
40447,Classes_Basic_Song_ac,"
class Song:
    def __init__(self, title, num):
        self.title = title
        self.num = num
        
    def __self__(self):
        return self.title + ', ' + self.num
    
s = Song('Respect', 150)
print(s)"
40448,Classes_Basic_Song_ac,"
class Song:
    def __init__(self, title, num):
        self.title = title
        self.num = num
        
    def __self__(self):
        return self.title + ', ' + self.num
    
s = Song('Respect', 150)
print(s)"
41343,Classes_Basic_Song_ac,"class Song: 
    def __init__(self, title, length):
        self.title = title 
        self.length = length 
    def __str__(self): 
        return title + str(length)
s = Song('Respect',150)
print(s)

"
41347,Classes_Basic_Song_ac,"class Song: 
    def __init__(self, title, length):
        self.title = title 
        self.length = length 
    def __str__(self): 
        return self.title + "" "" + str(self.length)
s = Song('Respect',150)
print(s)

"
41348,Classes_Basic_Song_ac,"class Song: 
    def __init__(self, title, length):
        self.title = title 
        self.length = length 
    def __str__(self): 
        return self.title + str(self.length)
s = Song('Respect',150)
print(s)

"
41349,Classes_Basic_Song_ac,"class Song: 
    def __init__(self, title, length):
        self.title = title 
        self.length = length 
    def __str__(self): 
        return title + (str)length 
s = Song('Respect',150)
print(s)

"
41350,Classes_Basic_Song_ac,"class Song: 
    def __init__(self, title, length):
        self.title = title 
        self.length = length 
    def __str__(self): 
        return self.title + "", "" + str(self.length)
s = Song('Respect',150)
print(s)

"
42317,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "", "" + self.len
    
s = Song('Respect',150)
print(s)
"
42323,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "", "" + self.len
    
    
main():
    s = Song('Respect',150)
    print(s)

main()
"
42324,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "", "" + str(self.len)
    
s = Song('Respect',150)
print(s)
"
42330,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "", "" + self.len
    
    
main():
    s = Song('Respect',150)
    print(s)

"
43477,Classes_Basic_Song_ac,"class Song: 
    def __init__(self,name,leng): 
        self.name=name
        self.leng=leng
    def __str__(self): 
        return self.name+"" , ""+ str(self.leng)
s = Song('Respect',150)
print(s)

"
43486,Classes_Basic_Song_ac,"
s = Song('Respect',150)
class Song: 
    def __init__(self,title,leng): 
        self.name=name
        self.title=title
        self.leng=leng
    def __str__(self): 
        return self.name+"" ""+ self.leng
print(s)

"
43487,Classes_Basic_Song_ac,"class Song: 
    def __init__(self,name,leng): 
        self.name=name
        self.leng=leng
    def __str__(self): 
        return self.name+"",""+ str(self.leng)
s = Song('Respect',150)
print(s)

"
43488,Classes_Basic_Song_ac,"class Song: 
    def __init__(self,name,leng): 
        self.name=name
        self.leng=leng
    def __str__(self): 
        return self.name+"" ""+ self.leng
s = Song('Respect',150)
print(s)

"
43490,Classes_Basic_Song_ac,"
s = Song('Respect',150)
class Song: 
    def __init__(self,Song,leng): 
        self.name=name
        self.title=Song
        self.leng=leng
    def __str__(self): 
        return self.Song+"" ""+ self.leng
print(s)

"
43491,Classes_Basic_Song_ac,"class Song: 
    def __init__(self,title,leng): 
        self.name=name
        self.title=title
        self.leng=leng
    def __str__(self): 
        return self.name+"" ""+ self.leng
s = Song('Respect',150)
print(s)

"
43492,Classes_Basic_Song_ac,"class Song: 
    def __init__(self,name,leng): 
        self.name=name
        self.leng=leng
    def __str__(self): 
        return self.name+"", ""+ str(self.leng)
s = Song('Respect',150)
print(s)

"
43493,Classes_Basic_Song_ac,"class Song: 
    def __init__(self,name,leng): 
        self.name=name
        self.leng=leng
    def __str__(self): 
        return self.name+"" ""+ str(self.leng)
s = Song('Respect',150)
print(s)

"
43567,Classes_Basic_Song_ac,"class Song:
    def __init__(self,title,length):
        self.title= title
        self.length= length
    def __str__(self):
        return f'{self.title}: {self.length}'
class Album(Song):
    def __init__(self, name, songs):
        self.name=name
        self.songs=songs
    def length(self):
        total=0
        for song in songs:
            total+=song.length
        return total
s1=Song(""Something"",120)
s2=Song(""Here Comes the Sun"",122)
a1=Album(""Abbey Road"",[s1,s2])
print(a1.length())

    

s = Song('Respect',150)
print(s)

"
43568,Classes_Basic_Song_ac,"class Song:
    def __init__(self,title,length):
        self.title= title
        self.length= length
    def __str__(self):
        return f'{self.title}: {self.length}'
class Album(Song):
    def __init__(self, name, songs):
        self.name=name
        self.songs=songs
    def length(self):
        total=0
        for song in self.songs:
            total+=song.length
        return total
s1=Song(""Something"",120)
s2=Song(""Here Comes the Sun"",122)
a1=Album(""Abbey Road"",[s1,s2])
print(a1.length())

    

s = Song('Respect',150)
print(s)

"
43569,Classes_Basic_Song_ac,"class Song:
    def __init__(self,title,length):
        self.title= title
        self.length= length
    def __str__(self):
        return f'{self.title}, {self.length}'
class Album(Song):
    def __init__(self, name, songs):
        self.name=name
        self.songs=songs
    def length(self):
        total=0
        for song in self.songs:
            total+=song.length
        return total
s1=Song(""Something"",120)
s2=Song(""Here Comes the Sun"",122)
a1=Album(""Abbey Road"",[s1,s2])
print(a1.length())

    

s = Song('Respect',150)
print(s)

"
44158,Classes_Basic_Song_ac,"class Song:
    def __init__(self,title,len):
        self.title=title
        self.len=len
    def _str_(self):
        return self.title+"",""+self.len
s = Song('Respect',150)
print(s)

"
44159,Classes_Basic_Song_ac,"class Song:
    def __init__(self,title,len):
        self.title= title
        self.len= len
    def __str__(self):
        return self.title+"",""+self.len
s = Song('Respect',150)
print(s)

"
44167,Classes_Basic_Song_ac,"class Song:
    def_init_(self,title,len):
        self.title=title
        self.len=len
    def _str_(self):
        return self.title+"",""+self.len
s = Song('Respect',150)
print(s)

"
44169,Classes_Basic_Song_ac,"class Song:
    def __init__(self,title,len):
        self.title= title
        self.len= len
    def __str__(self):
        return self.title+"",""+self.len
    
def main(): 
s = Song('Respect',150)
print(s)

main()"
44170,Classes_Basic_Song_ac,"class Song:
    def __init__(self,title,len):
        self.title= title
        self.len= len
    def __str__(self):
        return self.title+"",""+self.len
    

s = Song('Respect',150)
print(s)

"
44171,Classes_Basic_Song_ac,"class Song:
    def __init__(self,title,len):
        self.title= title
        self.len= len
    def __str__(self):
        return f'{self.title},{self.len}'
    

s = Song('Respect',150)
print(s)

"
44175,Classes_Basic_Song_ac,"class Song:
    def __init__(self,title,len):
        self.title= title
        self.len= len
    def __str__(self):
        return f'{self.title}, {self.len}'
    

s = Song('Respect',150)
print(s)

"
44905,Classes_Basic_Song_ac,"class Song:
    def __int__(self,title,len):
        self.title=title
        self.len=len
    def __str__(self):
        return self.title+','self.len
s = Song('Respect',150)
print(s)

"
44907,Classes_Basic_Song_ac,"class Song:
    def __int__(self,title,len):
        self.title=title
        self.len=len
    def__str__(self):
        return self.title+','self.len
s = Song('Respect',150)
print(s)

"
44908,Classes_Basic_Song_ac,"class Song:
    def __int__(self,title,len):
        self.title=title
        self.len=len
    def __str__(self):
        return self.title+','+self.len
s = Song('Respect',150)
print(s)

"
44909,Classes_Basic_Song_ac,"class Song:
    def __int__(self,title,len):
        self.title=title
        self.len=len
    def __str__(self):
        return self.title+', '+str(self.len)
s = Song('Respect',150)
print(s)

"
44910,Classes_Basic_Song_ac,"class Song:
    def __int__(self,title,len):
        self.title=title
        self.len=len
    def __str__(self):
        return self.title+','+str(self.len)
s = Song('Respect',150)
print(s)

"
44911,Classes_Basic_Song_ac,"class Song:
    def __int__(self,title,len):
        self.title=title
        self.len=len
    def __str__(self):
        return self.title+', '+self.len
s = Song('Respect',150)
print(s)

"
44912,Classes_Basic_Song_ac,"class Song:
    def __int__(self,title,lenh):
        self.title=title
        self.lenh=lenh
    def __str__(self):
        return self.title+', '+str(self.lenh)
s = Song('Respect',150)
print(s)

"
44913,Classes_Basic_Song_ac,"class Song:
    def __int__(self,title,lenh):
        self.title=title
        self.len=lenh
    def __str__(self):
        return self.title+', '+self.lenh
s = Song('Respect',150)
print(s)

"
44914,Classes_Basic_Song_ac,"class Song:
    def __int__(self,name,lenh):
        self.name=name
        self.lenh=lenh
    def __str__(self):
        return self.name +', '+str(self.lenh)
s = Song('Respect',150)
print(s)

"
44915,Classes_Basic_Song_ac,"class Song:
    def __int__(self,title,lenh):
        self.title=title
        self.len=lenh
    def __str__(self):
        return self.title+', '+str(self.lenh)
s = Song('Respect',150)
print(s)

"
44916,Classes_Basic_Song_ac,"class Song:
    def __int__(self,name,leng):
        self.name=name
        self.leng=leng
    def __str__(self):
        return self.name +', '+str(self.leng)
s = Song('Respect',150)
print(s)

"
44917,Classes_Basic_Song_ac,"class Song:
    def __int__(self,name,leng):
        self.name=name
        self.leng=leng
    def __str__(self):
        return self.name +', '+str(self.leng)
    
s = Song('Respect',150)
print(s)

"
44918,Classes_Basic_Song_ac,"class Songs:
    def __init__(self,name,leng):
        self.name=name
        self.leng=leng
    def __str__(self):
        return self.name+"", ""+str(self.leng)
s = Song('Respect',150)
print(s)

"
44919,Classes_Basic_Song_ac,"class Song:
    def __int__(self,name,leng):
        self.name=name
        self.leng=leng
    def __str__(self):
        return self.name +', '+str(self.leng)   
s = Song('Respect',150)
print(s)

"
44920,Classes_Basic_Song_ac,"class Song:
    def __init__(self,name,leng):
        self.name=name
        self.leng=leng
    def __str__(self):
        return self.name+"", ""+str(self.leng)
s = Song('Respect',150)
print(s)

"
45352,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "", "" + self.len


s = Song('Respect',150)
print(s)

"
45353,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "", "" + str(self.len)


s = Song('Respect',150)
print(s)

"
46216,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title +"", ""+str(self.len)


s = Song('Respect',150)
print(s)

"
46217,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title +"",""+self.len


s = Song('Respect',150)
print(s)

"
46220,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title +"",""+str(self.len)


s = Song('Respect',150)
print(s)

"
46443,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "", "" + str(len)
    
s = Song('Respect',150)
print(s)

"
46445,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__():
        return self.title + "", "" + str(len)
    
s = Song('Respect',150)
print(s)

"
46446,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "", "" + str(self.len)
    
s = Song('Respect',150)
print(s)

"
47220,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return title + "", "" + len
    
    
s = Song('Respect',150)
print(s)

"
47221,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "", "" + self.len
    
    
s = Song('Respect',150)
print(s)

"
47222,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
def __str__(s):
    return s.title + "", "" + s.len
    
    
s = Song('Respect',150)
print(s)

"
47223,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__():
        return title + "", "" + len
    
    
s = Song('Respect',150)
print(s)

"
47226,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "", "" + str(self.len)
    
    
s = Song('Respect',150)
print(s)

"
47957,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "", "" + str(self.len
s = Song('Respect',150)
print(s)

"
47961,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return title + "", "" + self.len
s = Song('Respect',150)
print(s)

"
47962,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "", "" + str(self.len)
s = Song('Respect',150)
print(s)

"
48457,Classes_Basic_Song_ac,"class Song:
    def __init_(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "","" + self.len
    
s = Song('Respect',150)
print(s)

"
48459,Classes_Basic_Song_ac,"
s = Song('Respect',150)
print(s)

class Song:
    def __init_(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "","" + self.len

"
48461,Classes_Basic_Song_ac,"

class Song:
    def __init_(self, title, len_):
        self.title = title
        self.len = len_
        
    def __str__(self):
        return self.title + "","" + self.len
    
s = Song('Respect',150)
print(s)
    

"
48463,Classes_Basic_Song_ac,"

class Song:
    def __init_(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "","" + self.len
    

"
48464,Classes_Basic_Song_ac,"

class Song:
    def __init_(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "","" + self.len
    
s = Song()
print(s)
    

"
48465,Classes_Basic_Song_ac,"s = Song('Respect',150)
print(s)

class Song:
    def __init_(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "","" + self.len
    

"
48466,Classes_Basic_Song_ac,"
class Song:
    def __init_(self, title, len_):
        self.title = title
        self.len = len_
        
    def __str__(self):
        return self.title + "","" + self.len
    
s = Song(self, 'Respect', 150)
print(s)
    

"
48468,Classes_Basic_Song_ac,"
class Song:
    def __init_(self, title, len_):
        self.title = title
        self.len = len_
        
    def __str__(self):
        return self.title + "","" + self.len
    
s = Song('Respect',150)
print(s)
    

"
48469,Classes_Basic_Song_ac,"
class Song:
    def __init_(self, title, len_):
        self.title = title
        self.len = len_
        
    def __str__(self):
        return self.title + "","" + self.len
    
s = Song('Respect', 150)
print(s)
    

"
48470,Classes_Basic_Song_ac,"
class Song:
    def __init_(self, title, len_):
        self.title = title
        self.len = len_
        
    def __str__(self):
        return self.title + "","" + self.len
    
s = Song('Respect', 150)
print(s)
    

"
48473,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len_):
        self.title = title
        self.len = len_
        
    def __str__(self):
        return self.title + "", "" + str(self.len)
    
s = Song('Respect', 150)
print(s)
    

"
48477,Classes_Basic_Song_ac,"
class Song:
    def __init_(self, title, len_):
        self.title = title
        self.len = len_
        
    def __str__(self):
        return self.title + "","" + str(self.len)
    
s = Song('Respect', 150)
print(s)
    

"
48479,Classes_Basic_Song_ac,"
    
s = Song('Respect', 150)
print(s)
    

"
49031,Classes_Basic_Song_ac,"class Song:
    def __init__ (self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "",""  + str(self.len)
s = Song('Respect',150)
print(s)

"
49038,Classes_Basic_Song_ac,"class Song:
    def __init__ (self, title, len):
        self.title = title
        self.len = len
    def __str__(self)
        return (self.title, self.len)
s = Song('Respect',150)
print(s)

"
49043,Classes_Basic_Song_ac,"class Song:
    def __init__ (self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return (self.title, self.len)
s = Song('Respect',150)
print(s)

"
49045,Classes_Basic_Song_ac,"class Song:
    def __init__ (self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "", ""  + str(self.len)
s = Song('Respect',150)
print(s)

"
49343,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "", "" + str(self.len)

s = Song('Respect',150)
print(s)

"
49884,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "","" + self.len
    
    
s = Song('Respect',150)
print(s)

"
49885,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    def __str__(self):
        return self.title + "", "" + str(self.len)
    
    
s = Song('Respect',150)
print(s)

"
50530,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, length):
        self.title = title
        self.length = length
        
    def __str__(self):
        return self.title + "", "" + self.length
s = Song('Respect',150)
print(s)

"
50534,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, length):
        self.title = title
        self.length = length
        
    def __str__(self):
        return self.title + "", "" + str(self.length)
s = Song('Respect',150)
print(s)

"
51856,Classes_Basic_Song_ac,"class Song: 
    def __init__(self, title, len):
        self.title = title 
        self.len = len
    def __str__(self): 
        return self.title + "", "" + self.len
s = Song('Respect',150)
print(s)



"
51861,Classes_Basic_Song_ac,"class Song: 
    def __init__(self, title, len):
        self.title = title 
        self.len = len
    def __str__(self): 
        return self.title + "", "" + str(self.len)
s = Song('Respect',150)
print(s)



"
52512,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "", "" + str(self.len)

s = Song('Respect',150)
print(s)

"
53166,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, length):
        self.title = title
        self.length = length
    def __str__(self):
        return self.title + "", "" + str(self.length)
    
s = Song('Respect',150)
print(s)

"
53167,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, length):
        self.title = title
        self.length = length
    def __str__(self):
        return self.title + "", "" + self.length
    
s = Song('Respect',150)
print(s)

"
53170,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, length):
        self.title = title
        self.length = length
    def __str__(self):
        return title + "", "" + length
    
s = Song('Respect',150)
print(s)

"
54570,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "" "" + str(self.len)


s = Song('Respect',150)
print(s)

"
54582,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "" "" + self.len


s = Song('Respect',150)
print(s)

"
54583,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
        
    def __str__(self):
        return self.title + "", "" + str(self.len)


s = Song('Respect',150)
print(s)

"
54585,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = length
        
    def __str__(self):
        return self.title + "" "" + self.len


s = Song('Respect',150)
print(s)

"
55036,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return title + "", "" + len


s = Song('Respect',150)
print(s)

"
55038,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "", "" + str(self.len)


s = Song('Respect',150)
print(s)

"
55039,Classes_Basic_Song_ac,"class Song:
    def __init__(self, title, len):
        self.title = title
        self.len = len
    
    def __str__(self):
        return self.title + "", "" + self.len


s = Song('Respect',150)
print(s)

"
55430,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, length):
        self.title = title
        self.length = length
    
    def __str__(self):
        return self.title + ', ' + self.length

s = Song('Respect',150)
print(s)

"
55432,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, length):
        self.title = title
        self.length = length
    
    def __str__(self):
        return self.title + ', ' + str(self.length)

s = Song('Respect',150)
print(s)

"
55435,Classes_Basic_Song_ac,"class Song:
    
    def __init__(self, title, length):
        self.title = title
        self.length = length
    
    def __str__(self):
        return f'{self.title}, {self.length}'

s = Song('Respect',150)
print(s)

"
